Region,Status,Construction Amount,Federal Funding,State Funding,Local Funding,Current Award Amount,Estimated or Actual Completed Date,Schedule Performance,Cost Performance
10 LONG ISLAND,Future Development,13600000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,7000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8400000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8600000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,7000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,5000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,12000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,13000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,8000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,7500000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,7500000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,7500000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,7500000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,7700000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,7500000,No,Yes,No,,,,
10 LONG ISLAND,Future Development,38800000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,10500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,10500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6600000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6600000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,6800000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3700000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3700000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3700000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3700000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3600000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3700000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3500000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4400000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,3600000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Future Development,4000000,Yes,Yes,No,,,,
10 LONG ISLAND,Completed Project,,Yes,Yes,No,5635396.42,2018-11-09T00:00:00.000,GREEN,YELLOW
10 LONG ISLAND,Completed Project,,Yes,Yes,No,10435053.02,2018-11-30T00:00:00.000,GREEN,RED
10 LONG ISLAND,Completed Project,,Yes,Yes,No,13804021,2018-12-26T00:00:00.000,RED,GREEN
10 LONG ISLAND,Completed Project,,No,Yes,No,4654279.48,2019-03-28T00:00:00.000,YELLOW,GREEN
10 LONG ISLAND,Completed Project,,Yes,Yes,Yes,19210092.99,2018-10-08T00:00:00.000,RED,GREEN
10 LONG ISLAND,Completed Project,,No,Yes,No,1267167.03,2018-08-23T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Completed Project,,Yes,No,No,3538676.75,2019-04-08T00:00:00.000,GREEN,GREEN
10 LONG ISLAND,Completed Project,,No,Yes,No,3574798.54,2018-11-29T00:00:00.000,RED,GREEN
10 LONG ISLAND,Completed Project,,No,Yes,No,3823596.62,2018-09-01T00:00:00.000,RED,GREEN
10 LONG ISLAND,Completed Project,,No,Yes,No,16080889.5,2019-04-15T00:00:00.000,RED,GREEN
10 LONG ISLAND,Completed Project,,Yes,Yes,No,12870570.49,2019-04-15T00:00:00.000,RED,GREEN
10 LONG ISLAND,Completed Project,,Yes,Yes,No,10686295.78,2018-08-29T00:00:00.000,RED,GREEN
10 LONG ISLAND,Completed Project,,Yes,Yes,No,10574594.31,2019-04-29T00:00:00.000,RED,GREEN
10 LONG ISLAND,Completed Project,,No,Yes,No,12085098,2019-05-01T00:00:00.000,YELLOW,RED
10 LONG ISLAND,Completed Project,,Yes,Yes,No,3515267.09,2018-11-29T00:00:00.000,RED,GREEN
10 LONG ISLAND,Completed Project,,Yes,Yes,No,3945642.21,2018-08-24T00:00:00.000,RED,GREEN
10 LONG ISLAND,Completed Project,,No,Yes,No,19187568.41,2018-08-03T00:00:00.000,RED,GREEN
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,2947695,2020-07-27T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,53993949.85,2019-12-02T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,No,Yes,No,17560434.11,2019-12-11T00:00:00.000,GREEN,YELLOW
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,28452325,2021-04-27T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,No,Yes,No,30371546.34,2019-05-29T00:00:00.000,RED,YELLOW
11 NEW YORK CITY,Under Construction,,No,Yes,No,20723343.1,2020-03-07T00:00:00.000,GREEN,YELLOW
11 NEW YORK CITY,Under Construction,,No,Yes,No,26680095,2020-04-01T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,14199865.45,2021-01-17T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,No,Yes,No,13841275.17,2018-12-23T00:00:00.000,GREEN,YELLOW
11 NEW YORK CITY,Under Construction,,No,Yes,No,2796925.46,2019-07-10T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,77969790,2019-12-24T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,No,Yes,No,4556180.51,2021-04-24T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,No,Yes,No,4810996.87,2020-05-03T00:00:00.000,GREEN,RED
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,34940000,2019-05-05T00:00:00.000,GREEN,RED
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,69925815.78,2019-07-01T00:00:00.000,RED,RED
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,7420488,2019-03-19T00:00:00.000,GREEN,RED
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,365706001,2022-05-04T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,No,Yes,No,1733953,2020-01-20T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,8606731,2019-04-07T00:00:00.000,GREEN,RED
11 NEW YORK CITY,Under Construction,,No,Yes,No,10245788.45,2019-04-30T00:00:00.000,GREEN,RED
11 NEW YORK CITY,Under Construction,,No,Yes,No,12029578,2020-07-07T00:00:00.000,GREEN,RED
11 NEW YORK CITY,Under Construction,,No,Yes,No,11265099.15,2018-11-21T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,8800000,Yes,Yes,No,,,,
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,7169844.21,2019-10-29T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,No,Yes,No,31617276.2,2021-03-01T00:00:00.000,GREEN,RED
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,8346282.17,2018-11-04T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,3093998,2021-02-16T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,138780000,2019-07-06T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,Yes,Yes,Yes,204170000,2020-04-01T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,Yes,Yes,Yes,118975000,2022-03-09T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,No,Yes,No,5969507.86,2020-02-02T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,No,Yes,No,3481108,2019-09-25T00:00:00.000,GREEN,YELLOW
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,109691539.4,2019-10-21T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,317897643.5,2019-07-11T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,17817148,2022-01-19T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,Yes,Yes,No,13020000,2020-05-30T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,No,Yes,No,6073175,2019-05-21T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,No,Yes,No,10555555,2021-02-07T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,No,Yes,No,17680350,2019-02-02T00:00:00.000,GREEN,RED
11 NEW YORK CITY,Under Construction,,No,Yes,No,10665300,2020-02-18T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Under Construction,,No,Yes,No,17582667.03,2019-03-19T00:00:00.000,GREEN,RED
11 NEW YORK CITY,In Development,1200000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,15200000,No,Yes,No,,,,
11 NEW YORK CITY,In Development,12500000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,24700000,No,Yes,No,,,,
11 NEW YORK CITY,In Development,63400000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,4200000,No,Yes,No,,,,
11 NEW YORK CITY,In Development,1500000,No,Yes,No,,,,
11 NEW YORK CITY,In Development,17600000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,10200000,No,Yes,No,,,,
11 NEW YORK CITY,In Development,83200000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,17500000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,551700000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,,No,Yes,No,,,,
11 NEW YORK CITY,In Development,14100000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,7000000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,29100000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,46900000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,363600000,Yes,Yes,Yes,,,,
11 NEW YORK CITY,In Development,112000000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,15400000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,16000000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,250800000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,50700000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,3000000,No,Yes,No,,,,
11 NEW YORK CITY,In Development,19000000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,8000000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,23500000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,13100000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,2700000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,113000000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,11100000,No,Yes,No,,,,
11 NEW YORK CITY,In Development,18400000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,240000000,No,Yes,No,,,,
11 NEW YORK CITY,In Development,142000000,Yes,Yes,No,,,,
11 NEW YORK CITY,In Development,20000000,No,Yes,No,,,,
11 NEW YORK CITY,Future Development,8200000,Yes,Yes,No,,,,
11 NEW YORK CITY,Future Development,8600000,Yes,Yes,No,,,,
11 NEW YORK CITY,Future Development,,No,Yes,No,,,,
11 NEW YORK CITY,Future Development,4600000,Yes,Yes,No,,,,
11 NEW YORK CITY,Future Development,4000000,Yes,Yes,No,,,,
11 NEW YORK CITY,Future Development,4200000,Yes,Yes,No,,,,
11 NEW YORK CITY,Future Development,141900000,Yes,Yes,No,,,,
11 NEW YORK CITY,Future Development,20000000,No,Yes,No,,,,
11 NEW YORK CITY,Future Development,29700000,Yes,Yes,No,,,,
11 NEW YORK CITY,Future Development,25800000,Yes,Yes,No,,,,
11 NEW YORK CITY,Future Development,11400000,No,Yes,No,,,,
11 NEW YORK CITY,Future Development,3400000,No,Yes,No,,,,
11 NEW YORK CITY,Future Development,3000000,No,Yes,No,,,,
11 NEW YORK CITY,Future Development,3000000,No,Yes,No,,,,
11 NEW YORK CITY,Future Development,5200000,No,Yes,No,,,,
11 NEW YORK CITY,Future Development,10000000,No,Yes,No,,,,
11 NEW YORK CITY,Future Development,10000000,No,Yes,No,,,,
11 NEW YORK CITY,Future Development,10000000,No,Yes,No,,,,
11 NEW YORK CITY,Completed Project,,No,Yes,No,21679686.36,2018-12-18T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Completed Project,,Yes,Yes,No,7082538.11,2019-07-24T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Completed Project,,Yes,Yes,No,3738350.85,2019-01-01T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Completed Project,,Yes,Yes,No,6489988.07,2019-02-03T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Completed Project,,No,Yes,No,55134018.47,2018-11-11T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Completed Project,,Yes,Yes,No,7769201.03,2019-04-17T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Completed Project,,No,Yes,No,4854822.21,2019-03-05T00:00:00.000,RED,RED
11 NEW YORK CITY,Completed Project,,Yes,Yes,No,12171825.92,2018-12-11T00:00:00.000,RED,YELLOW
11 NEW YORK CITY,Completed Project,,No,Yes,No,11473974.13,2018-11-15T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Completed Project,,Yes,Yes,No,1107270.5,2018-09-19T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Completed Project,,Yes,Yes,No,56212304.51,2018-10-12T00:00:00.000,GREEN,GREEN
11 NEW YORK CITY,Completed Project,,Yes,Yes,No,134088314.7,2018-08-28T00:00:00.000,GREEN,YELLOW
11 NEW YORK CITY,Completed Project,,Yes,Yes,No,53111942.62,2018-12-13T00:00:00.000,GREEN,YELLOW
11 NEW YORK CITY,Completed Project,,Yes,Yes,Yes,10754974,2018-09-13T00:00:00.000,RED,RED
11 NEW YORK CITY,Completed Project,,Yes,Yes,No,7845002.26,2018-05-24T00:00:00.000,RED,GREEN
MAIN OFFICE,Under Construction,,No,Yes,No,5014953,2021-08-31T00:00:00.000,GREEN,GREEN
MAIN OFFICE,Under Construction,,No,Yes,No,8725163.2,2018-09-27T00:00:00.000,GREEN,GREEN
MAIN OFFICE,Under Construction,,No,Yes,No,2930266.4,2021-08-31T00:00:00.000,GREEN,GREEN
MAIN OFFICE,Under Construction,,No,Yes,No,2140500,2021-03-09T00:00:00.000,GREEN,GREEN
MAIN OFFICE,Under Construction,,No,Yes,No,2949833.61,2021-08-31T00:00:00.000,GREEN,GREEN
MAIN OFFICE,Under Construction,,No,Yes,No,2291706,2021-08-31T00:00:00.000,GREEN,GREEN
MAIN OFFICE,Under Construction,,No,Yes,No,5752029.43,2019-01-30T00:00:00.000,GREEN,GREEN
MAIN OFFICE,Under Construction,,No,Yes,No,2454543.81,2019-05-30T00:00:00.000,RED,GREEN
MAIN OFFICE,Under Construction,,Yes,Yes,No,6232400,2020-11-25T00:00:00.000,GREEN,GREEN
MAIN OFFICE,Under Construction,,Yes,Yes,No,7358198.2,2021-01-02T00:00:00.000,GREEN,GREEN
MAIN OFFICE,In Development,500000,No,Yes,No,,,,
MAIN OFFICE,In Development,1800000,No,Yes,No,,,,
MAIN OFFICE,In Development,,No,Yes,No,,,,
MAIN OFFICE,In Development,70000000,Yes,Yes,No,,,,
MAIN OFFICE,Future Development,0,Yes,No,No,,,,
MAIN OFFICE,Completed Project,,No,Yes,No,2214943.41,2019-05-03T00:00:00.000,RED,RED
MAIN OFFICE,Completed Project,,No,Yes,No,2102023.12,2019-04-26T00:00:00.000,GREEN,RED
MAIN OFFICE,Completed Project,,No,Yes,No,3033764.38,2019-06-27T00:00:00.000,RED,RED
MAIN OFFICE,Completed Project,,No,Yes,No,23351.5,2019-03-01T00:00:00.000,GREEN,GREEN
MAIN OFFICE,Completed Project,,No,Yes,No,807505.14,2019-05-10T00:00:00.000,RED,GREEN
